grade,subject,chapter,step,type,severity,quote,problem
Grade 12,Geography,Chapter 6: Tertiary and Quaternary Activities,Exam-style problems: Tertiary and Quaternary Activities,UNSUPPORTED_CLAIM,medium,Knowledge services can be delivered from distant locations because they are not tightly tied to raw materials or local markets.,"This claim is not supported by the source text, which does not mention knowledge services or their delivery from distant locations."
Grade 12,Geography,Chapter 6: Tertiary and Quaternary Activities,Revision and recap: Tertiary and Quaternary Activities,UNSUPPORTED_CLAIM,medium,Outsourcing shifts work to outside agencies for efficiency and cost savings.,"This claim is not supported by the source text, which does not mention outsourcing or its purpose."
Grade 12,Geography,Chapter 6: Tertiary and Quaternary Activities,Worked examples: Tertiary and Quaternary Activities,FABRICATED_NUMBER,low,The digital divide is the gap in access to and benefits from ICT between countries and between regions or social spaces within a country.,"This step does not mention a specific number, but the source text does not mention a 15 million km world's total motorable road length, which is mentioned in the source text."
Grade 12,Geography,Chapter 7: Transport and Communication,Concept introduction,TOPIC_MISMATCH,high,"You will understand why transport and communication are essential to production, exchange and quality of life.","The topic of this step is 'Transport and Communication', but the source text is about 'International Trade'."
Grade 12,Geography,Chapter 7: Transport and Communication,Core explanation,UNSUPPORTED_CLAIM,low,Roads are economical for short distances and valuable because they provide door-to-door service.,"This claim is not supported by the source text, which does not mention roads being economical for short distances."
Grade 12,Geography,Chapter 7: Transport and Communication,Exam-style problems,FABRICATED_NUMBER,low,The North Atlantic Sea Route links north-eastern U.S.A. with north-western Europe.,"The source text does not mention a specific distance or time for this route, but the platform's authored content does."
Grade 12,Geography,Chapter 7: Transport and Communication,Revision and recap,TOPIC_MISMATCH,high,The fastest transport and the newest communication systems overcome barriers of distance in different ways.,"The topic of this step is 'Transport and Communication', but the source text is about 'International Trade'."
Grade 12,Geography,Chapter 7: Transport and Communication,Worked examples,TOPIC_MISMATCH,high,"Railway networks, gauges and commuter services are examined in this step.","The topic of this step is 'Transport and Communication', but the source text is about 'International Trade'."
Grade 12,Geography,Chapter 8: International Trade,Revision and recap,INCONSISTENCY,low,"One multiple-choice exercise asks which continent has the maximum flow of global trade, but the supplied chapter text and visible figures in this source do not provide a directly stated answer.","The chapter does not provide a direct answer to this question, but it should not be inferred from the text."
Grade 12,Geography,"Chapter 9: Population: Distribution, Density, Growth and Composition",Concept introduction,UNSUPPORTED_CLAIM,low,"The first population Census in India was conducted in 1872, while the first complete Census was conducted in 1881.","The chapter does not provide information about the first complete Census being conducted in 1881, and it is not clear if this is a correct statement."
Grade 12,Geography,"Chapter 9: Population: Distribution, Density, Growth and Composition",Core explanation,FABRICATED_NUMBER,low,"India's density in 2011 was 382 persons per sq km, up from 117 persons per sq km in 1951.","The chapter does not provide information about the exact density in 1951, and it is not clear if this number is accurate."
Grade 12,Geography,"Chapter 9: Population: Distribution, Density, Growth and Composition",Revision and recap,UNSUPPORTED_CLAIM,low,"The Census divides working people into cultivators, agricultural labourers, household industrial workers and other workers.","The chapter does not provide information about the exact classification of working people, and it is not clear if this is a correct statement."
Grade 12,Geography,"Chapter 9: Population: Distribution, Density, Growth and Composition",Worked examples,FABRICATED_NUMBER,low,"India's population as per 2011 census is :
(a) 1028 million
(b) 3182 million
(c) 3287 million
(d) 1210 million","The chapter gives India's total population as 1,210 million in 2011, but the options provided in the question do not match this number."
Grade 12,Hindi,Chapter 1: Atmaparichay Ek Geet,Concept introduction,UNSUPPORTED_CLAIM,low,कवि बोझ से हारकर प्रेम छोड़ देता है।,यह कथन पाठ में वर्णित कवि के विचारों के विपरीत है।
Grade 12,Hindi,Chapter 1: Atmaparichay Ek Geet,Core explanation,UNSUPPORTED_CLAIM,low,कवि बोझ से हारकर प्रेम छोड़ देता है।,यह कथन पाठ में वर्णित कवि के विचारों के विपरीत है।
Grade 12,Hindi,Chapter 1: Atmaparichay Ek Geet,Exam-style problems,UNSUPPORTED_CLAIM,low,चिड़ियाँ केवल अँधेरे से डरती हैं।,यह कथन पाठ में वर्णित चिड़ियों के विचारों के विपरीत है।
Grade 12,Hindi,Chapter 1: Atmaparichay Ek Geet,Revision and recap,UNSUPPORTED_CLAIM,low,दोनों कविताएँ केवल प्रकृति-वर्णन हैं।,यह कथन पाठ में वर्णित कविताओं के विचारों के विपरीत है।
Grade 12,Hindi,Chapter 1: Atmaparichay Ek Geet,Worked examples,UNSUPPORTED_CLAIM,low,स्वप्न केवल वास्तविकता से भागने का साधन है।,यह कथन पाठ में वर्णित कवि के स्वप्न के विचारों के विपरीत है।
Grade 12,Hindi,Chapter 10: Bhaktin,Concept introduction,TOPIC_MISMATCH,low,मलेरिया और हैजे से काँपते गाँव में रात मृत्यु जैसी निस्तब्ध है।,यह पाठ का मुख्य विषय भक्तिन की कहानी के साथ नहीं मेल खाता है।
Grade 12,Hindi,Chapter 10: Bhaktin,Core explanation,UNSUPPORTED_CLAIM,low,"लुट्टन सिंह के बचपन, अनाथ जीवन और पहलवानी की प्रेरणा को समझेंगे।","यह कथा का मुख्य विषय नहीं है, जो भक्तिन की कहानी को केंद्र में रखता है।"
Grade 12,Hindi,Chapter 10: Bhaktin,Exam-style problems,TOPIC_MISMATCH,low,राजा साहब के संरक्षण और नए राजकुमार द्वारा लोककला को हटाने के सामाजिक अर्थ पर विचार करेंगे।,यह पाठ का मुख्य विषय भक्तिन की कहानी के साथ नहीं मेल खाता है।
Grade 12,Hindi,Chapter 10: Bhaktin,Revision and recap,TOPIC_MISMATCH,low,"लुट्टन ने प्रसिद्ध पहलवान को हराया, राजा का सम्मान पाया और गाँव को साहस दिया, फिर भी भूख और महामारी के सामने उसका परिवार टूटता है।",यह पाठ का मुख्य विषय भक्तिन की कहानी के साथ नहीं मेल खाता है।
Grade 12,Hindi,Chapter 10: Bhaktin,Worked examples,TOPIC_MISMATCH,low,श्यामनगर के दंगल और चाँद सिंह से लुट्टन के संघर्ष को ढोलक की ताल के साथ पढ़ेंगे।,यह पाठ का मुख्य विषय भक्तिन की कहानी के साथ नहीं मेल खाता है।
Grade 12,Hindi,Chapter 11: Bazaar Darshan,Concept introduction,TOPIC_MISMATCH,low,"धरती आग जैसी तप रही है, फिर भी शिरीष नीचे से ऊपर तक फूलों से लदा है।",इस चरण में शिरीष से जुड़े प्राचीन साहित्यिक और सांस्कृतिक संदर्भों को समझेंगे।
Grade 12,Hindi,Chapter 11: Bazaar Darshan,Core explanation,TOPIC_MISMATCH,low,"शिरीष केवल प्राकृतिक दृश्य नहीं, भारतीय साहित्य और संस्कृति की स्मृति से जुड़ा वृक्ष है।",इस चरण में शिरीष से जुड़े प्राचीन साहित्यिक और सांस्कृतिक संदर्भों को समझेंगे।
Grade 12,Hindi,Chapter 11: Bazaar Darshan,Exam-style problems,TOPIC_MISMATCH,low,शिरीष के पुराने फलों का प्रसंग सत्ता और पीढ़ी-परिवर्तन पर क्या टिप्पणी करता है?,इस चरण में पुराने फलों और नई पत्तियों के प्रसंग का सामाजिक-राजनीतिक संकेत समझेंगे।
Grade 12,Hindi,Chapter 11: Bazaar Darshan,Revision and recap,TOPIC_MISMATCH,low,"लेखक शिरीष को मस्त और बेपरवाह अवधूत कहता है, पर उसकी बेपरवाही पलायन नहीं है।","इस चरण में शिरीष, कबीर, कालिदास और गांधीजी से जुड़ी विचार-रेखा को जोड़ेंगे।"
Grade 12,Hindi,Chapter 11: Bazaar Darshan,Worked examples,TOPIC_MISMATCH,low,"शिरीष प्रचंड गर्मी में खिलता है, फिर भी उसके फूल को शीतपुष्प कहा जा सकता है।",इस चरण में “शीतपुष्प” संज्ञा को पाठ की परिस्थितियों से समझेंगे।
Grade 12,Hindi,Chapter 12: Kale Megha Pani De,Concept introduction,TOPIC_MISMATCH,low,श्रम-विभाजन और श्रमिक-विभाजन का मूल अंतर समझेंगे।,"यह चरण काले मेघा पानी दे के बारे में नहीं है, बल्कि श्रम-विभाजन और श्रमिक-विभाजन के बारे में है।"
Grade 12,Hindi,Chapter 12: Kale Megha Pani De,Core explanation,UNSUPPORTED_CLAIM,low,पूर्वनिर्धारण: जाति मनुष्य के प्रशिक्षण और निजी क्षमता का विचार किए बिना गर्भधारण के समय से ही पेशा निर्धारित मानती है।,"यह दावा समर्थन नहीं करता है कि जाति पूर्वनिर्धारित पेशा को निर्धारित करती है, बल्कि यह दावा करता है कि जाति पूर्वनिर्धारित पेशा को निर्धारित करती है।"
Grade 12,Hindi,Chapter 12: Kale Megha Pani De,Exam-style problems,TOPIC_MISMATCH,low,"आंबेडकर के आदर्श समाज में स्वतंत्रता, समता और भ्रातृता एक-दूसरे के बिना अधूरी क्यों हैं?","यह चरण काले मेघा पानी दे के बारे में नहीं है, बल्कि आंबेडकर के आदर्श समाज के बारे में है।"
Grade 12,Hindi,Chapter 12: Kale Megha Pani De,Revision and recap,TOPIC_MISMATCH,low,पाठ को केवल सामाजिक समानता का निबंध कहना क्यों अपूर्ण होगा?,"यह चरण काले मेघा पानी दे के बारे में नहीं है, बल्कि पाठ को केवल सामाजिक समानता का निबंध कहने के बारे में है।"
Grade 12,Hindi,Chapter 12: Kale Megha Pani De,Worked examples,UNSUPPORTED_CLAIM,low,"NCERT अभ्यास—पाठ के साथ, प्रश्न 1: जाति-प्रथा को श्रम-विभाजन का ही एक रूप न मानने के पीछे आंबेडकर के क्या तर्क हैं?","यह दावा समर्थन नहीं करता है कि जाति-प्रथा को श्रम-विभाजन का ही एक रूप न मानने के पीछे आंबेडकर के क्या तर्क हैं, बल्कि यह दावा करता है कि जाति-प्रथा को श्रम-विभाजन का ही एक रूप न मानने के पीछे आंबेडकर के क्या तर्क हैं।"
Grade 12,Hindi,Chapter 13: Pahalwan Ki Dholak,Concept introduction,TOPIC_MISMATCH,high,"इस चरण में कार्यालय के आरंभिक दृश्य से यशोधर बाबू की पुरानी चाल, अनुशासन और आधुनिक सहकर्मियों से दूरी समझेंगे।","यह चरण पहलवान की ढोलक के बारे में नहीं है, बल्कि यशोधर बाबू के बारे में है।"
Grade 12,Hindi,Chapter 13: Pahalwan Ki Dholak,मूल व्याख्या,TOPIC_MISMATCH,high,इस चरण में किशनदा के प्रति यशोधर की श्रद्धा और उनके जीवन पर पड़े प्रभाव को समझेंगे।,"यह चरण पहलवान की ढोलक के बारे में नहीं है, बल्कि यशोधर बाबू और किशनदा के बारे में है।"
Grade 12,Hindi,Chapter 13: Pahalwan Ki Dholak,परीक्षा-शैली समस्याएँ,TOPIC_MISMATCH,high,इस चरण में यशोधर और उनके परिवार के बीच मतभेदों के कारणों का विश्लेषण करेंगे।,"यह चरण पहलवान की ढोलक के बारे में नहीं है, बल्कि यशोधर बाबू और उनके परिवार के बारे में है।"
Grade 12,Hindi,Chapter 13: Pahalwan Ki Dholak,पुनरावृत्ति और पुनर्स्मरण,TOPIC_MISMATCH,high,इस चरण में सिल्वर वैडिंग समारोह और ड्रेसिंग गाउन वाले अंतिम प्रसंग का अर्थ समझेंगे।,"यह चरण पहलवान की ढोलक के बारे में नहीं है, बल्कि सिल्वर वैडिंग समारोह और ड्रेसिंग गाउन वाले अंतिम प्रसंग के बारे में है।"
Grade 12,Hindi,Chapter 13: Pahalwan Ki Dholak,हल किए गए उदाहरण,TOPIC_MISMATCH,high,“समहाउ इम्प्रॉपर” वाक्यांश का प्रयोग यशोधर बाबू लगभग हर वाक्य के प्रारंभ में तकिया कलाम की तरह करते हैं।,"यह चरण पहलवान की ढोलक के बारे में नहीं है, बल्कि “समहाउ इम्प्रॉपर” वाक्यांश के बारे में है।"
Grade 12,Hindi,Chapter 14: Shirish Ke Phool,Concept introduction,TOPIC_MISMATCH,low,इस चरण में लेखक की पढ़ाई की तीव्र इच्छा और खेती में स्थायी रूप से फँस जाने के भय को समझेंगे।,"यह चरण शिरीष के फूल के बारे में नहीं है, बल्कि पढ़ाई की तीव्र इच्छा और खेती में फँस जाने के भय को समझने के बारे में है।"
Grade 12,Hindi,Chapter 14: Shirish Ke Phool,Core explanation,TOPIC_MISMATCH,low,इस चरण में माँ और दत्ता जी राव देसाई की भूमिका समझेंगे।,"यह चरण शिरीष के फूल के बारे में नहीं है, बल्कि माँ और दत्ता जी राव देसाई की भूमिका समझने के बारे में है।"
Grade 12,Hindi,Chapter 14: Shirish Ke Phool,Exam-style problems,TOPIC_MISMATCH,low,"इस चरण में शीर्षक, लेखक के चरित्र और शिक्षा के सामाजिक अर्थ को एक साथ दोहराएँगे।","यह चरण शिरीष के फूल के बारे में नहीं है, बल्कि शीर्षक, लेखक के चरित्र और शिक्षा के सामाजिक अर्थ को एक साथ दोहराने के बारे में है।"
Grade 12,Hindi,Chapter 14: Shirish Ke Phool,Worked examples,TOPIC_MISMATCH,low,स्वयं कविता रच लेने का आत्मविश्वास लेखक के मन में कैसे पैदा हुआ?,"यह चरण शिरीष के फूल के बारे में नहीं है, बल्कि कविता रचने के आत्मविश्वास के बारे में है।"
Grade 12,Hindi,Chapter 16: Silver Wedding,Core explanation,UNSUPPORTED_CLAIM,low,यशोधर बाबू अपनी घड़ी को सही मानते हैं और दफ्तर की घड़ी को सुस्त ठहराते हैं,"यह दावा स्रोत पाठ में समर्थन नहीं पाता है, क्योंकि स्रोत पाठ में यह नहीं कहा गया है कि यशोधर बाबू अपनी घड़ी को सही मानते हैं और दफ्तर की घड़ी को सुस्त ठहराते हैं"
Grade 12,Hindi,Chapter 16: Silver Wedding,Exam-style problems,UNSUPPORTED_CLAIM,low,यशोधर बाबू के बारे में आपकी क्या धारणा बनती है,"यह प्रश्न स्रोत पाठ में समर्थन नहीं पाता है, क्योंकि स्रोत पाठ में यह प्रश्न नहीं पूछा गया है"
Grade 12,Hindi,Chapter 16: Silver Wedding,Worked examples,UNSUPPORTED_CLAIM,low,यशोधर बाबू की कहानी को दिशा देने में किशनदा की महत्वपूर्ण भूमिका रही है,"यह दावा स्रोत पाठ में समर्थन नहीं पाता है, क्योंकि स्रोत पाठ में यह नहीं कहा गया है कि यशोधर बाबू की कहानी को दिशा देने में किशनदा की महत्वपूर्ण भूमिका रही है"
Grade 12,Hindi,Chapter 17: Jujh,Concept introduction,UNSUPPORTED_CLAIM,low,"वह सीधे कहने का साहस नहीं कर पाता, इसलिए किसी ऐसे व्यक्ति की तलाश करता है जो दादा को समझा सके",यह वाक्य सीधे संवाद के बजाय दादा के सामने खुद कहने के डर को संकेत नहीं करता
Grade 12,Hindi,Chapter 17: Jujh,Core explanation,UNSUPPORTED_CLAIM,low,दादा के क्रोध से बचने के लिए माँ सब्जी देने के बहाने देसाई के पास जाती है और बातचीत छिपाने को कहती है,यह वाक्य सीधे संवाद के बजाय माँ की योजना को संकेत नहीं करता
Grade 12,Hindi,Chapter 17: Jujh,Exam-style problems,UNSUPPORTED_CLAIM,low,लेखक को मास्टर की छड़ी खेत के काम से बेहतर लगती थी,यह वाक्य सीधे संवाद के बजाय लेखक के विचार को संकेत नहीं करता
Grade 12,Hindi,Chapter 17: Jujh,Revision and recap,UNSUPPORTED_CLAIM,low,"शिक्षा ने लेखक को नौकरी की आशा के अतिरिक्त भाषा और कविता से जुड़ाव, अपनी अनुभूतियों को व्यक्त करने की क्षमता, आत्मसम्मान और रचनात्मक आत्मविश्वास दिया",यह वाक्य सीधे संवाद के बजाय लेखक के विकास को संकेत नहीं करता
Grade 12,Hindi,Chapter 17: Jujh,Worked examples,UNSUPPORTED_CLAIM,low,स्वयं कविता रच लेने का आत्मविश्वास लेखक के मन में कैसे पैदा हुआ?,यह वाक्य सीधे संवाद के बजाय प्रश्न को संकेत नहीं करता
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Concept introduction,UNSUPPORTED_CLAIM,low,मुअनजो-दड़ो ताम्रकालीन नगरों में विशाल और सुविकसित था।,"यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Concept introduction,UNSUPPORTED_CLAIM,low,कच्ची और पक्की ईंटों से धरती की सतह ऊँची की गई थी ताकि सिंधु के फैलते पानी से नगर बच सके।,"यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Core explanation,UNSUPPORTED_CLAIM,low,बौद्ध स्तूप सिंधु सभ्यता से बाद का है।,"यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Core explanation,UNSUPPORTED_CLAIM,low,"विशाल राजमहल, राजकीय समाधि और युद्ध-विजय के भारी स्मारक प्रमुख नहीं हैं।","यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Exam-style problems,UNSUPPORTED_CLAIM,low,कपास का बीज न मिलने से कपास की खेती न होने का निष्कर्ष गलत है।,"यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Exam-style problems,UNSUPPORTED_CLAIM,low,"विशाल राजमहल, भव्य शाही समाधियाँ या हथियार-केंद्रित स्मारक न मिलना दमनकारी शक्ति के कम दृश्य प्रमाण देता है।","यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Revision and recap,UNSUPPORTED_CLAIM,low,"विशाल राजमहल, राजकीय समाधि और युद्ध-विजय के भारी स्मारक प्रमुख नहीं हैं।","यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Revision and recap,UNSUPPORTED_CLAIM,low,"विशाल राजमहल, भव्य शाही समाधियाँ या हथियार-केंद्रित स्मारक न मिलना दमनकारी शक्ति के कम दृश्य प्रमाण देता है।","यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Worked examples,UNSUPPORTED_CLAIM,low,"महाकुंड में जलरोधी गारा और डामर, अलग कुआँ, निकासी नालियाँ, घरों के स्नानघर तथा ईंटों से ढकी सार्वजनिक नालियों का वर्णन है।","यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 18: Ateet Mein Dabe Paon,Worked examples,UNSUPPORTED_CLAIM,low,"निर्माण में केवल पानी लाने का नहीं, शुद्धता, रिसाव, गंदे पानी की निकासी, रखरखाव और नागरिक सुविधा का संयुक्त विचार किया गया।","यह दावा केवल इस पाठ के इस भाग में ही दिखाई देता है, और यह स्पष्ट नहीं है कि यह सिंधु घाटी सभ्यता के लिए विशेष रूप से सच है।"
Grade 12,Hindi,Chapter 2: Patang,Concept introduction,UNSUPPORTED_CLAIM,low,शरद सचमुच साइकिल पर आता है।,"यह दावा कविता में नहीं है, और यह एक संभावित भूल हो सकती है।"
Grade 12,Hindi,Chapter 2: Patang,Core explanation,UNSUPPORTED_CLAIM,low,यह केवल पतंग का वजन बताता है।,"यह दावा कविता में नहीं है, और यह एक संभावित भूल हो सकती है।"
Grade 12,Hindi,Chapter 2: Patang,Exam-style problems,UNSUPPORTED_CLAIM,low,उन्हें खतरे का अर्थ समझ नहीं आता।,"यह दावा कविता में नहीं है, और यह एक संभावित भूल हो सकती है।"
Grade 12,Hindi,Chapter 2: Patang,Revision and recap,UNSUPPORTED_CLAIM,low,पतंग केवल मनोरंजन का साधन है।,"यह दावा कविता में नहीं है, और यह एक संभावित भूल हो सकती है।"
Grade 12,Hindi,Chapter 2: Patang,Worked examples,UNSUPPORTED_CLAIM,low,बच्चे सचमुच दिशाओं पर मृदंग बजाते हैं।,"यह दावा कविता में नहीं है, और यह एक संभावित भूल हो सकती है।"
Grade 12,Hindi,Chapter 3: Kavita Ke Bahane Baat Seedhi Thi Par,Concept introduction,TOPIC_MISMATCH,low,"कविता, चिड़िया और सीमा के संबंध को समझेंगे।","यह पाठ तुलसीदास के जीवन और कृतियों के बारे में है, न कि कविता की असीम उड़ान के बारे में।"
Grade 12,Hindi,Chapter 3: Kavita Ke Bahane Baat Seedhi Thi Par,Core explanation,UNSUPPORTED_CLAIM,low,कविता का प्रभाव फूल की तरह क्षणिक नहीं; वह लंबे समय तक नए अर्थ और आनंद देती रहती है।,"यह दावा तुलसीदास के कार्यों के आधार पर समर्थन नहीं करता है, क्योंकि यह उनकी कृतियों के प्रभाव को सीमित करता है।"
Grade 12,Hindi,Chapter 3: Kavita Ke Bahane Baat Seedhi Thi Par,Exam-style problems,UNSUPPORTED_CLAIM,low,मुहावरा कथ्य की निष्प्रभाविता बताता है।,"यह दावा तुलसीदास के कार्यों के आधार पर समर्थन नहीं करता है, क्योंकि यह उनकी कृतियों के प्रभाव को सीमित करता है।"
Grade 12,Hindi,Chapter 4: Camera Mein Band Apahij,मीडिया और शक्ति-संबंध: कैमरे में बंद अपाहिज,UNSUPPORTED_CLAIM,low,यह अतिथि की प्रशंसा है।,यह कथन कैमरे में बंद अपाहिज के चैप्टर से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 4: Camera Mein Band Apahij,प्रश्नों की हिंसा: कैमरे में बंद अपाहिज,UNSUPPORTED_CLAIM,low,यह विनम्र बातचीत है।,यह कथन कैमरे में बंद अपाहिज के चैप्टर से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 4: Camera Mein Band Apahij,कोष्ठक और आंतरिक योजना: कैमरे में बंद अपाहिज,UNSUPPORTED_CLAIM,low,समय का सदुपयोग करने की शिक्षा है।,यह कथन कैमरे में बंद अपाहिज के चैप्टर से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 4: Camera Mein Band Apahij,नैतिक संदेश और पुनरावृत्ति: कैमरे में बंद अपाहिज,UNSUPPORTED_CLAIM,low,कविता कैमरे की तकनीकी गुणवत्ता की प्रशंसा करती है।,यह कथन कैमरे में बंद अपाहिज के चैप्टर से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 4: Camera Mein Band Apahij,कैमरा और पीड़ा का दृश्य: कैमरे में बंद अपाहिज,UNSUPPORTED_CLAIM,low,कैमरा चिकित्सा-जाँच कर रहा है।,यह कथन कैमरे में बंद अपाहिज के चैप्टर से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 5: Usha,Concept introduction,UNSUPPORTED_CLAIM,low,आकाश में सचमुच शंख रखा है।,यह कथन पाठ में नहीं है और आकाश में शंख रखना असंभव है।
Grade 12,Hindi,Chapter 5: Usha,Core explanation,UNSUPPORTED_CLAIM,low,आकाश में सचमुच शंख रखा है।,यह कथन पाठ में नहीं है और आकाश में शंख रखना असंभव है।
Grade 12,Hindi,Chapter 5: Usha,Exam-style problems,UNSUPPORTED_CLAIM,low,किसी जादूगर का खेल खत्म होता है।,यह कथन पाठ में नहीं है और जादूगर का खेल से कोई संबंध नहीं है।
Grade 12,Hindi,Chapter 5: Usha,Revision and recap,UNSUPPORTED_CLAIM,low,कविता में गाँव का नाम लिखा है।,यह कथन पाठ में नहीं है और कविता में गाँव का नाम लिखने का कोई संबंध नहीं है।
Grade 12,Hindi,Chapter 5: Usha,Worked examples,UNSUPPORTED_CLAIM,low,कवि को केवल लाल रंग पसंद है।,यह कथन पाठ में नहीं है और कवि के रंग पसंद के बारे में कोई जानकारी नहीं है।
Grade 12,Hindi,Chapter 6: Baadal Raag,Concept introduction - निराला और बादल का व्यापक अर्थ: बादल राग,TOPIC_MISMATCH,low,कवि की क्रांतिकारी दृष्टि तथा बादल में सृजन-ध्वंस की संयुक्त शक्ति समझेंगे।,"यह पाठ के मुख्य विषय से मेल नहीं खाता है, जो बादल राग पर केंद्रित है।"
Grade 12,Hindi,Chapter 6: Baadal Raag,Core explanation - समीर-सागर और रण-तरी: बादल राग,UNSUPPORTED_CLAIM,low,"बादल समीर-सागर पर तैरती रण-तरी हैं, जो दग्ध जगत पर विप्लव की प्लावित माया फैलाती है।","यह व्याख्या पाठ के मुख्य अर्थ से मेल नहीं खाती है, जो बादल को विप्लव का प्रतीक बताता है।"
Grade 12,Hindi,Chapter 6: Baadal Raag,Exam-style problems - छोटे पौधे और किसान: बादल राग,UNSUPPORTED_CLAIM,low,"वंचितों, छोटे पौधों और कृषक की स्थिति का सामाजिक अर्थ समझेंगे।","यह व्याख्या पाठ के मुख्य अर्थ से मेल नहीं खाती है, जो बादल को विप्लव का प्रतीक बताता है।"
Grade 12,Hindi,Chapter 6: Baadal Raag,Revision and recap - काव्य-शिल्प और समग्र संदेश: बादल राग,UNSUPPORTED_CLAIM,low,"कविता बादल को वीर, पारावार और विप्लवकारी शक्ति कहकर प्रकृति और समाज को एक अर्थ-क्षेत्र में जोड़ती है।","यह व्याख्या पाठ के मुख्य अर्थ से मेल नहीं खाती है, जो बादल को विप्लव का प्रतीक बताता है।"
Grade 12,Hindi,Chapter 6: Baadal Raag,"Worked examples - गर्जन, वर्षण और जागते अंकुर: बादल राग",FABRICATED_NUMBER,low,भेरी-गर्जन से सुप्त अंकुर जागते हैं; मूसलधार वर्षा नवजीवन की संभावना को सक्रिय करती है।,"यह व्याख्या में कोई विशिष्ट संख्या या आंकड़ा नहीं है, जो इसे एक असंबंधित विषय बनाता है।"
Grade 12,Hindi,Chapter 7: Kavitavali Uttarkand Se,Concept introduction,TOPIC_MISMATCH,low,तुलसी की लोकदृष्टि: कवितावली (उत्तरकांड से) / लक्ष्मण-मूर्छा और राम का विलाप,यह चरण का विषय पाठ के विषय से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 7: Kavitavali Uttarkand Se,Exam-style problems,TOPIC_MISMATCH,low,राम का मानवीय विलाप: कवितावली (उत्तरकांड से) / लक्ष्मण-मूर्छा और राम का विलाप,यह चरण का विषय पाठ के विषय से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 7: Kavitavali Uttarkand Se,Revision and recap,TOPIC_MISMATCH,low,हनुमान और रस-परिवर्तन: कवितावली (उत्तरकांड से) / लक्ष्मण-मूर्छा और राम का विलाप,यह चरण का विषय पाठ के विषय से मेल नहीं खाता है।
Grade 12,Hindi,Chapter 7: Kavitavali Uttarkand Se,Worked examples,TOPIC_MISMATCH,low,"बेरोजगारी, गरीबी और सामाजिक भेद: कवितावली (उत्तरकांड से) / लक्ष्मण-मूर्छा और राम का विलाप",यह चरण का विषय पाठ के विषय से मेल नहीं खाता है।
Grade 12,History,"Chapter 1: Bricks, Beads and Bones: The Harappan Civilisation",Concept introduction,TOPIC_MISMATCH,high,You will learn how the Harappan civilisation is dated and identified through archaeological evidence.,"This step is about the Harappan Civilisation, but the chapter label is about Work, Livelihood and Career"
Grade 12,History,"Chapter 1: Bricks, Beads and Bones: The Harappan Civilisation",Core explanation,TOPIC_MISMATCH,high,"You will examine Mohenjodaro as a planned urban centre and understand how drainage, domestic architecture and public buildings reveal coordinated planning.","This step is about Mohenjodaro, but the chapter label is about Work, Livelihood and Career"
